id,memberCount,proposalCount,rageQuitCount,summoner,summoningTime,timestamp,name,totalGas,version,voteCount,network
0x014ded81ddb85f7d178a66bcdd6cd6ca89ba7cc5,0,2,0,0xe04243d4de64793420e613fa13f12efff42aca05,1578737424,1578737424,🌱Charity DAO,19200077000000000,1,2,mainnet
0x016e79e9101a8eaa3e7f46d6d1c267819c09c939,0,44,8,0x50ec89ab7a9bf23ff4ba6245d430ab06886bfbeb,1584888739,1584889378,Machi X DAO,2223851528970241066,2,44,mainnet
0x0372f3696fa7dc99801f435fd6737e57818239f2,0,146,82,0x865c2f85c9fea1c6ac7f53de07554d68cb92ed88,1559770127,1559770127,MetaCartel DAO,8076360489461953701,1,419,mainnet
0x071124f489b96101e4a6b1ce78a0c4b9eba881a2,0,1,0,0x202abc6cf98863ee0126c182ca325a33a867acba,1601139931,1601140006,CyberFM Radio DAO,131812676219254494,2,1,mainnet
0x073ac467787c6a4ec93163dbe043b4a03bd60caf,0,0,0,0x18bb987303a3455ba43850452cea7a586e37f41a,1601805083,1601805154,Blockchain Italia DAO,9210726000000000,2,0,mainnet
0x081868a96f106e2286bd27112a0354d7222b4adb,0,0,0,0x40bc57c410b9e543e6f4158a44ce53e46968ab05,1593246259,1593246259,Parent DAO,201976177200000000,1,0,mainnet
0x098eabc5cb8ca7d8aaeaf0a927a5c2bbcedffb30,0,1,0,0x31e99699bccde902afc7c4b6b23bb322b8459d22,1600608288,1600621339,Olympus DAO,299205688000000000,2,1,mainnet
0x0e5a503842c947762e66c42f8a773757edeb2315,0,0,0,0x439116ccdcb4c7ddc68dbc1cc16332e955f1824f,1573869595,1573869595,Porn Dao,9685664640000000,1,0,mainnet
0x101aad3a4e4e63f88607144ac3e7318257705e36,0,0,0,0x1c5eb68630ccd90c3152fb9dee3a1c2a7201631d,1582748693,1582748693,NFT Art collection DAO,24737594856505572,1,0,mainnet
0x108e0ac5241dd65f1213396681a799ed049dd5dc,0,1,1,0xf3b1b6e83be4d55695f1d30ac3d307d9d5ca98ff,1592790682,1592791797,ShitcoinDAO,67616125000000000,2,1,mainnet
